I agree.	同感です。
God is.	神は存在する。
God is.	神はそうする。
Cool off!	頭を冷やせ。
I'm busy.	私は忙しい。
Have fun.	楽しんでね。
I agree.	そう思います。
Calm down.	落ち着いて。
Come quick!	早く来い。
Louder.	もっと大きくして。
Definitely!	もちろん！
Calm down.	頭を冷やせよ。
I am tall.	私は背が高い。
I teach.	私は教えています。
Shadow him.	後をつけろ。
Okay. Sorry.	悪かった。
Go ahead!	どうぞ、お先に！
He is nice.	いい人です。
X was usual.	Xが常だった
We're sunk.	八方塞がりだ。
Iron is hard.	鉄は固い。
Have fun.	楽しんできなさい。
Sweet dreams!	よい夢を。
Definitely!	もちろんだよ！
Play it cool.	落ちついて。
He got angry.	彼は怒った。
I feel alive.	生を感じる。
Wash up.	顔と手を洗いなさいよ。
We agree.	意見が一致している。
What fun!	なんと楽しいことか！
Go ahead.	どうぞお話し下さい。
Step aside.	ちょっとどいて。
Sit tight.	ちゃんと座ってろ。
I got angry.	ハラが立ちました
He was busy.	彼は忙しかった。
Is he busy?	彼は忙しいですか。
Don't be angry.	怒るなよ。
I'm busy now.	私は今忙しい。
I'm busy now.	今、忙しいの。
Shut the door.	戸を閉めろ。
Stick to it!	もう一踏ん張り！
Oh, my God!	まあ、お気の毒に。
Welcome home.	お帰りなさい。
It smells good!	いい匂い。
How glad I am!	ああ嬉しい。
I'm tearing up.	もう涙が出る
I realized X.	Xに思いが至った
She got angry.	彼女は怒った。
He got angry.	彼は腹を立てた。
Is he tall?	彼は背が高いですか。
It's too loud.	大きすぎるわ。
Same as usual.	相変わらずよ。
Life is sweet.	人生は楽しい。
I'm not busy.	私は忙しくない。
I'm healthy.	私は体は健康です。
I like tea.	私はお茶が好きです。
I am taller.	私の方が背が高い。
Suit yourself.	好きにしろよ。
It suits me.	俺には似合ってる。
OK. I agree.	よろしい、賛成だ。
Shut the door.	ドアを閉めて。
It came apart.	それは壊れた。
I suppose so.	そう思いますよ。
How nice of you!	ご親切に。
He was abused.	彼が虐待を受けた
It is raining.	雨が降っている。
Dry my tears.	涙を拭いて欲しい。
I saw a plane.	飛行機が見えた。
She is sharp.	彼女は頭がキレる。
Winter has gone.	冬は去った。
Full speed ahead!	全速前進。
My desk is old.	私の机は古い。
OK. Go ahead.	結構です。どうぞ。
Enjoy your trip.	楽しい旅を。
Do you smoke?	煙草を吸いますか。
Have a nice day!	よい１日を。
That's a copy.	それは偽物です。
Danger ahead.	この先危険物あり。
This is a desk.	これは机です。
I am the tallest.	一番背が高い
Don't get angry.	腹を立てるな。
She is a beauty.	彼女は美しい。
He is in bonds.	彼は禁固の身だ。
Walk tall, son.	堂々としなさい。
Winter is gone.	冬は去りました。
Winter is gone.	冬は過ぎ去った。
I till the earth.	土地を耕す。
